sku,vendor,title,super_category,primary_category,product_category_type,collection_name,material,colour_finish,width_mm,depth_mm,height_mm,installation_type,warranty_years,weight_kg,confidence
852600MP,Caroma,Caroma Liano II 440MM Round Under/Over Counter Basin - Matte Pink - 852600MP,Basins,Basins,,,,,,,,,,,0.641
852600MS,Caroma,Caroma Liano II 440MM Round Under/Over Counter Basin - Matte Speckled - 852600MS,Basins,Basins,,,,,,,,,,,0.641
852600MW,Caroma,Caroma Liano II 440MM Round Under/Over Counter Basin - Matte White - 852600MW,Basins,Basins,,,,,,,,,,,0.815
852605MB,Caroma,Caroma Liano II 440mm Round Under/Over Counter Basin - Matte Black (with Overflow) - 852605MB,Basins,Basins,,,,,,,,,,,0.478
852600MB,Caroma,Caroma Liano II 440mm Round Under/Over Counter Basin - Matte Black - 852600MB,Basins,Basins,,,,,,,,,,,0.654
852605MW,Caroma,Caroma Liano II 440mm Round Under/Over Counter Basin - Matte White (with Overflow) - 852605MW,Basins,Basins,,,,,,,,,,,0.639
852605W,Caroma,Caroma Liano II 440mm Round Under/Over Counter Basin - White (with Overflow) - 852605W,Basins,Basins,,,,,,,,,,,0.43
852800W,Caroma,Caroma Liano II 530mm Pill Above Counter Basin - Gloss White - 852800W,Basins,Basins,,,,,,,,,,,0.934
852800MB,Caroma,Caroma Liano II 530mm Pill Above Counter Basin - Matte Black - 852800MB,Basins,Basins,,,,,,,,,,,0.774
852800MG,Caroma,Caroma Liano II 530mm Pill Above Counter Basin - Matte Green - 852800MG,Basins,Basins,,,,,,,,,,,0.773
852800MGR,Caroma,Caroma Liano II 530mm Pill Above Counter Basin - Matte Grey - 852800MGR,Basins,Basins,,,,,,,,,,,0.717
852800MP,Caroma,Caroma Liano II 530mm Pill Above Counter Basin - Matte Pink - 852800MP,Basins,Basins,,,,,,,,,,,0.773
852800MS,Caroma,Caroma Liano II 530mm Pill Above Counter Basin - Matte Speckled - 852800MS,Basins,Basins,,,,,,,,,,,0.773
852800MW,Caroma,Caroma Liano II 530mm Pill Above Counter Basin - Matte White - 852800MW,Basins,Basins,,,,,,,,,,,0.885
687033C,Caroma,Caroma Liano II 530mm Pill Basin Dress Ring - Chrome - 687033C,Basins,Basins,,,,,,,,,,,0.85
687033MB,Caroma,Caroma Liano II 530mm Pill Basin Dress Ring - Matte Black - 687033MB,Basins,Basins,,,,,,,,,,,0.475
852700W,Caroma,Caroma Liano II 530mm Pill Inset Basin - Gloss White - 852700W,Basins,Basins,,,,,,,,,,,0.91
852700MB,Caroma,Caroma Liano II 530mm Pill Inset Basin - Matte Black - 852700MB,Basins,Basins,,,,,,,,,,,0.615
852700MG,Caroma,Caroma Liano II 530mm Pill Inset Basin - Matte Green - 852700MG,Basins,Basins,,,,,,,,,,,0.604
852700MGR,Caroma,Caroma Liano II 530mm Pill Inset Basin - Matte Grey - 852700MGR,Basins,Basins,,,,,,,,,,,0.528
852700MP,Caroma,Caroma Liano II 530mm Pill Inset Basin - Matte Pink - 852700MP,Basins,Basins,,,,,,,,,,,0.604
852700MS,Caroma,Caroma Liano II 530mm Pill Inset Basin - Matte Speckled - 852700MS,Basins,Basins,,,,,,,,,,,0.604
852700MW,Caroma,Caroma Liano II 530mm Pill Inset Basin - Matte White - 852700MW,Basins,Basins,,,,,,,,,,,0.799
852900W,Caroma,Caroma Liano II 580mm Pill Under/Over Counter Basin - Gloss White - 852900W,Basins,Basins,,,,,,,,,,,0.912
852900MB,Caroma,Caroma Liano II 580mm Pill Under/Over Counter Basin - Matte Black - 852900MB,Basins,Basins,,,,,,,,,,,0.691
852900MG,Caroma,Caroma Liano II 580mm Pill Under/Over Counter Basin - Matte Green - 852900MG,Basins,Basins,,,,,,,,,,,0.687
852900MGR,Caroma,Caroma Liano II 580mm Pill Under/Over Counter Basin - Matte Grey - 852900MGR,Basins,Basins,,,,,,,,,,,0.615
852900MP,Caroma,Caroma Liano II 580mm Pill Under/Over Counter Basin - Matte Pink - 852900MP,Basins,Basins,,,,,,,,,,,0.687
852900MS,Caroma,Caroma Liano II 580mm Pill Under/Over Counter Basin - Matte Speckled - 852900MS,Basins,Basins,,,,,,,,,,,0.687
852900MW,Caroma,Caroma Liano II 580mm Pill Under/Over Counter Basin - Matte White - 852900MW,Basins,Basins,,,,,,,,,,,0.843
852905MB,Caroma,Caroma Liano II 580mm Pill Under/Over Counter Basin – Matte Black (with Overflow) - 852905MB,Basins,Basins,,,,,,,,,,,0.505
852905MW,Caroma,Caroma Liano II 580mm Pill Under/Over Counter Basin – Matte White (with Overflow) - 852905MW,Basins,Basins,,,,,,,,,,,0.666
852905W,Caroma,Caroma Liano II 580mm Pill Under/Over Counter Basin – White (with Overflow) - 852905W,Basins,Basins,,,,,,,,,,,0.468
853110W,Caroma,Caroma Liano II 600mm Pill Inset Basin w/Tap Landing - 1 Tap Hole - Gloss White - 853110W,Basins,Basins,,,,,,,,,,,0.84
853110MB,Caroma,Caroma Liano II 600mm Pill Inset Basin w/Tap Landing - 1 Tap Hole - Matte Black - 853110MB,Basins,Basins,,,,,,,,,,,0.644
853110MG,Caroma,Caroma Liano II 600mm Pill Inset Basin w/Tap Landing - 1 Tap Hole - Matte Green - 853110MG,Basins,Basins,,,,,,,,,,,0.627
853110MGR,Caroma,Caroma Liano II 600mm Pill Inset Basin w/Tap Landing - 1 Tap Hole - Matte Grey - 853110MGR,Basins,Basins,,,,,,,,,,,0.586
853110MP,Caroma,Caroma Liano II 600mm Pill Inset Basin w/Tap Landing - 1 Tap Hole - Matte Pink - 853110MP,Basins,Basins,,,,,,,,,,,0.627
853110MS,Caroma,Caroma Liano II 600mm Pill Inset Basin w/Tap Landing - 1 Tap Hole - Matte Speckled - 853110MS,Basins,Basins,,,,,,,,,,,0.627
853110MW,Caroma,Caroma Liano II 600mm Pill Inset Basin w/Tap Landing - 1 Tap Hole - Matte White - 853110MW,Basins,Basins,,,,,,,,,,,0.732
853100MG,Caroma,Caroma Liano II 600mm Pill Inset Basin w/Tap Landing - Matte Green - 853100MG,Basins,Basins,,,,,,,,,,,0.87
853100MGR,Caroma,Caroma Liano II 600mm Pill Inset Basin w/Tap Landing - Matte Grey - 853100MGR,Basins,Basins,,,,,,,,,,,0.84
853100MP,Caroma,Caroma Liano II 600mm Pill Inset Basin w/Tap Landing - Matte Pink - 853100MP,Basins,Basins,,,,,,,,,,,0.866
853100MS,Caroma,Caroma Liano II 600mm Pill Inset Basin w/Tap Landing - Matte Speckled - 853100MS,Basins,Basins,,,,,,,,,,,0.87
853100MW,Caroma,Caroma Liano II 600mm Pill Inset Basin w/Tap Landing - Matte White - 853100MW,Basins,Basins,,,,,,,,,,,0.526
853100W,Caroma,Caroma Liano II 600mm Pill Inset Basin w/Tap Landing Gloss White - 853100W,Basins,Basins,,,,,,,,,,,0.679
853100MB,Caroma,Caroma Liano II 600mm Pill Inset Basin w/Tap Landing Matte Black - 853100MB,Basins,Basins,,,,,,,,,,,0.803
853105MB,Caroma,Caroma Liano II 600mm Pill Inset Basin with Tap Landing (0 Tap Hole) – Matte Black (with Overflow) - 853105MB,Basins,Basins,,,,,,,,,,,0.471
853105MW,Caroma,Caroma Liano II 600mm Pill Inset Basin with Tap Landing (0 Tap Hole) – Matte White (with Overflow) - 853105MW,Basins,Basins,,,,,,,,,,,0.551
853105W,Caroma,Caroma Liano II 600mm Pill Inset Basin with Tap Landing (0 Tap Hole) – White (with Overflow) - 853105W,Basins,Basins,,,,,,,,,,,0.445
853115MW,Caroma,Caroma Liano II 600mm Pill Inset Basin with Tap Landing (1 Tap Hole) and Overflow – Matte White - 853115MW,Basins,Basins,,,,,,,,,,,0.444
853115MB,Caroma,Caroma Liano II 600mm Pill Inset Basin with Tap Landing (1 Tap Hole) – Matte Black (with Overflow) - 853115MB,Basins,Basins,,,,,,,,,,,0.471
853115W,Caroma,Caroma Liano II 600mm Pill Inset Basin with Tap Landing (1 Tap Hole) – White (with Overflow) - 853115W,Basins,Basins,,,,,,,,,,,0.445
853015MB,Caroma,Caroma Liano II Hand Wall Basin (1 Tap Hole) – Matte Black (with Overflow) - 853015MB,Basins,Basins,,,,,,,,,,,0.63
853015MW,Caroma,Caroma Liano II Hand Wall Basin (1 Tap Hole) – Matte White (with Overflow) - 853015MW,Basins,Basins,,,,,,,,,,,0.716
853015W,Caroma,Caroma Liano II Hand Wall Basin (1 Tap Hole) – White (with Overflow) - 853015W,Basins,Basins,,,,,,,,,,,0.658
853010W,Caroma,Caroma Liano II Hand Wall Basin - 1 Tap Hole - Gloss White - 853010W,Basins,Basins,,,,,,,,,,,0.942
853010MB,Caroma,Caroma Liano II Hand Wall Basin - 1 Tap Hole - Matte Black - 853010MB,Basins,Basins,,,,,,,,,,,0.792
853010MG,Caroma,Caroma Liano II Hand Wall Basin - 1 Tap Hole - Matte Green - 853010MG,Basins,Basins,,,,,,,,,,,0.8
853010MGR,Caroma,Caroma Liano II Hand Wall Basin - 1 Tap Hole - Matte Grey - 853010MGR,Basins,Basins,,,,,,,,,,,0.747
853010MP,Caroma,Caroma Liano II Hand Wall Basin - 1 Tap Hole - Matte Pink - 853010MP,Basins,Basins,,,,,,,,,,,0.8
853010MW,Caroma,Caroma Liano II Hand Wall Basin - 1 Tap Hole - Matte White - 853010MW,Basins,Basins,,,,,,,,,,,0.864
853010MS,Caroma,Caroma Liano II Hand Wall Basin - 1 Tap Hole - Speckled - Gloss White - 853010MS,Basins,Basins,,,,,,,,,,,0.922
852400MW,Caroma,Caroma Liano II Round Inset Basin - Matte White 852400MW,Basins,Basins,,,,,,,,,,,0.819
664715W,Caroma,Caroma Liano Inset Basin - 1 Tap Hole - Gloss White - 664715W,Basins,Basins,,,,,,,,,,,0.947
665415W,Caroma,Caroma Liano Nexus 750 Wall Basin - 1 Tap Hole - Gloss White - 665415W,Basins,Basins,,,,,,,,,,,0.953
665515W,Caroma,Caroma Liano Nexus 750 Wall Basin Left Hand Shelf - 1 Tap Hole - Gloss White - 665515W,Basins,Basins,,,,,,,,,,,0.917
665505W,Caroma,Caroma Liano Nexus 750 Wall Basin Left Hand Shelf - No Tap Hole - Gloss White - 665505W,Basins,Basins,,,,,,,,,,,0.921
665405W,Caroma,Caroma Liano Nexus 750 Wall Basin Right Hand Shelf - No Tap Hole - Gloss White - 665405W,Basins,Basins,,,,,,,,,,,0.916
664205W,Caroma,Caroma Liano Under Counter Basin - Gloss White - 664205W,Basins,Basins,,,,,,,,,,,0.94
899000W,Caroma,Caroma Luna Above Counter Basin - Gloss White - 899000W,Basins,Basins,,,,,,,,,,,0.959
899105W,Caroma,Caroma Luna Inset Basin (without tap landing) - Gloss White - 899105W,Basins,Basins,,,,,,,,,,,0.807
873500W,Caroma,Caroma Luna Semi Recessed Basin (without tap landing) - Gloss White - 873500W,Basins,Basins,,,,,,,,,,,0.754
873615W,Caroma,Caroma Luna Semi Recessed Basin 1 Tap Hole - Gloss White - 873615W,Basins,Basins,,,,,,,,,,,0.916
873915W,Caroma,Caroma Luna Shelf Wall Basin 1 Tap Hole - Gloss White - 873915W,Basins,Basins,,,,,,,,,,,0.956
874205W,Caroma,Caroma Luna Wall Hung Basin w/Tap Landing - No Taphole - 874205W,Basins,Basins,,,,,,,,,,,0.507
874215W,Caroma,Caroma Luna Wall Hung Basin w/Tap Landing - One Taphole - 874215W,Basins,Basins,,,,,,,,,,,0.494
675100W,Caroma,Caroma Metro 35 utility basin - No Tap Hole - Gloss White - 675100W,Basins,Basins,,,,,,,,,,,0.933
675150W,Caroma,Caroma Metro Utility Basin - 1 Tap Hole - Left Hand Tap - Gloss White - 675150W,Basins,Basins,,,,,,,,,,,0.782
675140W,Caroma,Caroma Metro Utility Basin - 1 Tap Hole - Right Hand Tap - Gloss White - 675140W,Basins,Basins,,,,,,,,,,,0.767
632610W,Caroma,Caroma Opal 510 Wall Basin - Gloss White - 1 Tap Hole - 632610W,Basins,Basins,,,,,,,,,,,0.986
632210W,Caroma,Caroma Opal 720 Basin - 1 Tap Hole - Left Hand Shelf - Gloss White - 632210W,Basins,Basins,,,,,,,,,,,0.862
632110W,Caroma,Caroma Opal 720 Basin - 1 Tap Hole - Right Hand Shelf - Gloss White - 632110W,Basins,Basins,,,,,,,,,,,0.849
632510W,Caroma,Caroma Opal 900 Twin Wall Basin - 1 Tap Hole - Gloss White - 632510W,Basins,Basins,,,,,,,,,,,0.936
632530W,Caroma,Caroma Opal 900 Twin Wall Basin - 3 Tap Holes - Gloss White - 632530W,Basins,Basins,,,,,,,,,,,0.836
632500W,Caroma,Caroma Opal 900 Twin Wall Basin - No Tap Hole - Gloss White - 632500W,Basins,Basins,,,,,,,,,,,0.962
632410W,Caroma,Caroma Opal 920 Basin Left Hand Shelf 1 Tap Hole - Gloss White - 632410W,Basins,Basins,,,,,,,,,,,0.888
632310W,Caroma,Caroma Opal 920 Basin Right Hand Shelf 1 Tap Hole - Gloss White - 632310W,Basins,Basins,,,,,,,,,,,0.878
631910W,Caroma,Caroma Opal Sole Corner Wall Basin - Gloss White - 1 Tap Hole - 631910W,Basins,Basins,,,,,,,,,,,0.97
631610W,Caroma,Caroma Opal Sole Semi Recessed Basin - 1 Tap Hole - Gloss White - 631610W,Basins,Basins,,,,,,,,,,,0.916
631710W,Caroma,Caroma Opal Sole Wall Basin - 1 Tap Hole - Gloss White - 631710W,Basins,Basins,,,,,,,,,,,0.964
633415W,Caroma,Caroma Orbis Inset Basin - 1 Tap Hole - Gloss White - 633415W,Basins,Basins,,,,,,,,,,,0.947
EU510815W,Caroma,Caroma Teo 2.0 450 Inset Basin - Gloss White - EU510815W,Basins,Basins,,,,,,,,,,,0.927
633515W,Caroma,Caroma Track Inset Basin - Gloss White - 1 Tap Hole - 633515W,Basins,Basins,,,,,,,,,,,0.948
874800W,Caroma,Caroma Tribute 400 Curved Square Above Counter Basin - White - 874800W,Basins,Basins,,,,,,,,,,,0.857
874900W,Caroma,Caroma Tribute 480 Curved Rectangle Above Counter Basin - White - 874900W,Basins,Basins,,,,,,,,,,,0.887
874500W,Caroma,Caroma Tribute 490 Above Counter Basin - Rectangle - Gloss White - 874500W,Basins,Basins,,,,,,,,,,,0.944
874700W,Caroma,Caroma Tribute 510 Above Counter Basin - Oval - Gloss White - 874700W,Basins,Basins,,,,,,,,,,,0.932
874600W,Caroma,Caroma Tribute Above Counter Basin - Rectangle 600mm - 874600W,Basins,Basins,,,,,,,,,,,0.737
874300W,Caroma,Caroma Tribute Above Counter Basin - Round 405mm - Gloss White - 874300W,Basins,Basins,,,,,,,,,,,0.937
874400W,Caroma,Caroma Tribute Above Counter Basin - Square 390mm - Square 390mm - 874400W,Basins,Basins,,,,,,,,,,,0.756
877915W,Caroma,Caroma Tribute Rectangle 500 Wall Basin 1TH OF - 877915W,Basins,Basins,,,,,,,,,,,0.548
876900W,Caroma,Caroma Tribute Rectangle 530 Inset Basin NTH - 876900W,Basins,Basins,,,,,,,,,,,0.483
876800W,Caroma,Caroma Tribute Square 400 Inset Basin NTH NOF - 876800W,Basins,Basins,,,,,,,,,,,0.455
878400W,Caroma,Caroma Urbane II Above Counter Basin - Gloss White - 878400W,Basins,Basins,,,,,,,,,,,0.946
879010W,Caroma,Caroma Urbane II Hand Wall Basin - One Taphole - 879010W,Basins,Basins,,,,,,,,,,,0.789
99623BB,Caroma,Caroma Urbane II Hand Wall Basin Integrated Rail - Brushed Brass - 99623BB,Basins,Basins,,,,,,,,,,,0.85
99623BN,Caroma,Caroma Urbane II Hand Wall Basin Integrated Rail - Brushed Nickel - 99623BN,Basins,Basins,,,,,,,,,,,0.85
99623C,Caroma,Caroma Urbane II Hand Wall Basin Integrated Rail - Chrome - 99623C,Basins,Basins,,,,,,,,,,,0.85
99623GM,Caroma,Caroma Urbane II Hand Wall Basin Integrated Rail - Gun Metal - 99623GM,Basins,Basins,,,,,,,,,,,0.85
99623B,Caroma,Caroma Urbane II Hand Wall Basin Integrated Rail - Matte Black - 99623B,Basins,Basins,,,,,,,,,,,0.85
878200W,Caroma,Caroma Urbane II Inset Basin - Gloss White - 878200W,Basins,Basins,,,,,,,,,,,0.935
878300W,Caroma,Caroma Urbane II Inset Basin w/Tap Landing - No Taphole - 878300W,Basins,Basins,,,,,,,,,,,0.654
878310W,Caroma,Caroma Urbane II Inset Basin w/Tap Landing - One Taphole - 878310W,Basins,Basins,,,,,,,,,,,0.631
878800W,Caroma,Caroma Urbane II Left Hand Wall Hung Basin - No Taphole - 878800W,Basins,Basins,,,,,,,,,,,0.531
878810W,Caroma,Caroma Urbane II Left Hand Wall Hung Basin - One Taphole - 878810W,Basins,Basins,,,,,,,,,,,0.477
878700W,Caroma,Caroma Urbane II Right Hand Wall Hung Basin - No Taphole - 878700W,Basins,Basins,,,,,,,,,,,0.526
878710W,Caroma,Caroma Urbane II Right Hand Wall Hung Basin - One Taphole - 878710W,Basins,Basins,,,,,,,,,,,0.471
878900W,Caroma,Caroma Urbane II Semi Recessed Basin - No Taphole - 878900W,Basins,Basins,,,,,,,,,,,0.479
878500W,Caroma,Caroma Urbane II Under Counter Basin - Gloss White - 878500W,Basins,Basins,,,,,,,,,,,0.922
878600W,Caroma,Caroma Urbane II Wall Hung Basin - No Taphole - 878600W,Basins,Basins,,,,,,,,,,,0.42
317010W,Caroma,Caroma Valette Wall Basin 2 Tap Holes - Gloss White - 317010W,Basins,Basins,,,,,,,,,,,0.921
AU363613,Cassa Design,Cassa Design Auris Slim Above Counter Basin - Matte White - AU363613,Basins,Basins,Above Counter,Auris Slim,ceramic,Matte White,590,365,135,Above Counter,10,12.5,0.6749999999999999
ES523611,Cassa Design,Cassa Design Eggshell Solid Surface Basin - Matte White - ES523611,Basins,Basins,Countertop,Cassa Design,solid surface,Matte White,600,380,128,,,,0.6875
EL583811,Cassa Design,Cassa Design Elegant Pill Solid Surface Basin - Matte White - EL583811,Basins,Basins,Countertop,Elegant Pill,solid surface,Matte White,580,390,150,,7,12.0,0.6799999999999999
RE363613,Cassa Design,Cassa Design Rec Slim Solid Surface Basin - Matte White - RE363613,Basins,Basins,Countertop,Cassa Design,solid surface,Matte White,360,135,125,countertop,7,8.5,0.6749999999999999
VG1246,Cassa Design,Cassa Design V-Groove 1200mm Wall Hung Basin - Gloss White - VG1246,Basins,Basins,Wall Hung,Cassa Design V-Groove,vitreous china,Gloss White,1200,460,170,Wall Mounted,10,40.4,0.6818181818181818
VG7546,Cassa Design,Cassa Design V-Groove 750mm Wall Hung Basin - Gloss White - VG7546,Basins,Basins,Wall Hung,Cassa Design V-Groove,vitreous china,Gloss White,750,460,165,wall mounted,10,20.0,0.6818181818181818
VG9046,Cassa Design,Cassa Design V-Groove 900mm Wall Hung Basin - Gloss White - VG9046,Basins,Basins,,,,,,,,,,,0.712
VG363610,Cassa Design,Cassa Design V-Groove Round Above Counter Basin - Matte White - VG363610,Basins,Basins,Countertop,Cassa Design V-Groove,ceramic,Matte White,360,360,110,,,,0.6875
VG363612,Cassa Design,Cassa Design V-Groove Semi Inset Basin - Matte White - VG363612,Basins,Basins,Semi-Recessed,V-Groove,vitreous china,Matte White,363,612,,,,,0.6857142857142857
SBO5036AB,Cassa Design,Cassa Design Wow Translucency Oval Above Counter Basin - Amber Brown - SBO5036AB,Basins,Basins,,,,,,,,,,,0.787
SBO5036CC,Cassa Design,Cassa Design Wow Translucency Oval Above Counter Basin - Crystal Clear - SBO5036CC,Basins,Basins,,,,,,,,,,,0.787
SBO5036EG,Cassa Design,Cassa Design Wow Translucency Oval Above Counter Basin - Emerald Green - SBO5036EG,Basins,Basins,,,,,,,,,,,0.787
SBO5036FP,Cassa Design,Cassa Design Wow Translucency Oval Above Counter Basin - Faint Pink - SBO5036FP,Basins,Basins,,,,,,,,,,,0.787
SBO5036GB,Cassa Design,Cassa Design Wow Translucency Oval Above Counter Basin - Golden Beige - SBO5036GB,Basins,Basins,,,,,,,,,,,0.787
SBO5036MB,Cassa Design,Cassa Design Wow Translucency Oval Above Counter Basin - Morion Black - SBO5036MB,Basins,Basins,Countertop,Wow Translucency,ceramic,Morion Black,560,390,155,Above Counter,7,18.2,0.6727272727272727
SBO5036OY,Cassa Design,Cassa Design Wow Translucency Oval Above Counter Basin - Opal Yellow - SBO5036OY,Basins,Basins,,,,,,,,,,,0.787
SBO5036SB,Cassa Design,Cassa Design Wow Translucency Oval Above Counter Basin - Sky Blue - SBO5036SB,Basins,Basins,,,,,,,,,,,0.787
SBO5036VR,Cassa Design,Cassa Design Wow Translucency Oval Above Counter Basin - Vivid Red - SBO5036VR,Basins,Basins,,,,,,,,,,,0.787
SBS5036AB,Cassa Design,Cassa Design Wow Translucency Rectangular Above Counter Basin - Amber Brown - SBS5036AB,Basins,Basins,,,,,,,,,,,0.77
SBS5036CC,Cassa Design,Cassa Design Wow Translucency Rectangular Above Counter Basin - Crystal Clear - SBS5036CC,Basins,Basins,,,,,,,,,,,0.77
SBS5036EG,Cassa Design,Cassa Design Wow Translucency Rectangular Above Counter Basin - Emerald Green - SBS5036EG,Basins,Basins,,,,,,,,,,,0.77
SBS5036FP,Cassa Design,Cassa Design Wow Translucency Rectangular Above Counter Basin - Faint Pink - SBS5036FP,Basins,Basins,,,,,,,,,,,0.77
SBS5036GB,Cassa Design,Cassa Design Wow Translucency Rectangular Above Counter Basin - Golden Beige - SBS5036GB,Basins,Basins,,,,,,,,,,,0.77
SBS5036MB,Cassa Design,Cassa Design Wow Translucency Rectangular Above Counter Basin - Morion Black - SBS5036MB,Basins,Basins,Countertop,Wow Translucency,ceramic,Morion Black,500,360,130,,7,12.7,0.67
SBS5036OY,Cassa Design,Cassa Design Wow Translucency Rectangular Above Counter Basin - Opal Yellow - SBS5036OY,Basins,Basins,,,,,,,,,,,0.77
SBS5036SB,Cassa Design,Cassa Design Wow Translucency Rectangular Above Counter Basin - Sky Blue - SBS5036SB,Basins,Basins,,,,,,,,,,,0.77
SBS5036VR,Cassa Design,Cassa Design Wow Translucency Rectangular Above Counter Basin - Vivid Red - SBS5036VR,Basins,Basins,,,,,,,,,,,0.77
SBR3636AB,Cassa Design,Cassa Design Wow Translucency Round Above Counter Basin - Amber Brown - SBR3636AB,Basins,Basins,,,,,,,,,,,0.76
SBR3636CC,Cassa Design,Cassa Design Wow Translucency Round Above Counter Basin - Crystal Clear - SBR3636CC,Basins,Basins,,,,,,,,,,,0.76
SBR3636EG,Cassa Design,Cassa Design Wow Translucency Round Above Counter Basin - Emerald Green - SBR3636EG,Basins,Basins,,,,,,,,,,,0.76
SBR3636FP,Cassa Design,Cassa Design Wow Translucency Round Above Counter Basin - Faint Pink - SBR3636FP,Basins,Basins,,,,,,,,,,,0.76
SBR3636GB,Cassa Design,Cassa Design Wow Translucency Round Above Counter Basin - Golden Beige - SBR3636GB,Basins,Basins,,,,,,,,,,,0.76
SBR3636MB,Cassa Design,Cassa Design Wow Translucency Round Above Counter Basin - Morion Black - SBR3636MB,Basins,Basins,,,,,,,,,,,0.841
SBR3636OY,Cassa Design,Cassa Design Wow Translucency Round Above Counter Basin - Opal Yellow - SBR3636OY,Basins,Basins,,,,,,,,,,,0.76
SBR3636SB,Cassa Design,Cassa Design Wow Translucency Round Above Counter Basin - Sky Blue - SBR3636SB,Basins,Basins,,,,,,,,,,,0.76
SBR3636VR,Cassa Design,Cassa Design Wow Translucency Round Above Counter Basin - Vivid Red - SBR3636VR,Basins,Basins,,,,,,,,,,,0.76
SB4590AB,Cassa Design,Cassa Wow Translucency Pedestal Basin - Amber Brown - SB4590AB,Basins,Basins,,,,,,,,,,,0.512
SB4590CC,Cassa Design,Cassa Wow Translucency Pedestal Basin - Crystal Clear - SB4590CC,Basins,Basins,,,,,,,,,,,0.512
SB4590EG,Cassa Design,Cassa Wow Translucency Pedestal Basin - Emerald Green - SB4590EG,Basins,Basins,,,,,,,,,,,0.512
SB4590FP,Cassa Design,Cassa Wow Translucency Pedestal Basin - Faint Pink - SB4590FP,Basins,Basins,,,,,,,,,,,0.512
SB4590GB,Cassa Design,Cassa Wow Translucency Pedestal Basin - Golden Beige - SB4590GB,Basins,Basins,,,,,,,,,,,0.512
SB4590MB,Cassa Design,Cassa Wow Translucency Pedestal Basin - Morion Black - SB4590MB,Basins,Basins,Pedestal,Cassa Wow Translucency,ceramic,Morion Black,470,455,850,Pedestal,15,36.0,0.6727272727272727
SB4590OY,Cassa Design,Cassa Wow Translucency Pedestal Basin - Opal Yellow - SB4590OY,Basins,Basins,,,,,,,,,,,0.512
SB4590SB,Cassa Design,Cassa Wow Translucency Pedestal Basin - Sky Blue - SB4590SB,Basins,Basins,,,,,,,,,,,0.512
SB4590VR,Cassa Design,Cassa Wow Translucency Pedestal Basin - Vivid Red - SB4590VR,Basins,Basins,,,,,,,,,,,0.517
VG363610AB,Cassa Design,Cassa Wow V-Groove Translucency Round Above Counter Basin - Amber Brown - VG363610AB,Basins,Basins,,,,,,,,,,,0.781
VG363610CC,Cassa Design,Cassa Wow V-Groove Translucency Round Above Counter Basin - Crystal Clear - VG363610CC,Basins,Basins,,,,,,,,,,,0.781
